"","g","gs","mp","fg","fga","x3p","x3pa","x2p","x2pa","ft","fta","orb","drb","trb","ast","stl","blk","tov","pf","pts"
"1",-0.179513379154156,-0.14638991186864,0.0407612170699159,0.00969493395923471,0.0243050941818197,0.0273005710075275,0.076581468311858,-0.0174410350763078,-0.0521097076537336,-0.00891950769942282,-0.014497998750348,-0.0116161739559995,0.02366447761574,0.0119873963669011,0.00327286802838344,-0.0017131728890682,-0.00020150319089108,-0.00565430261700352,-0.00977582903180532,0.0376500721366875
